id data sabor tamanho preco pgto atendente avaliacao
171 2023-06-20 Uva GRANDE 45.77983349673949 PIX Carlos 4.0
446 2024-03-21 Pistache GRANDE 45.83761488998391 Dinheiro Carlos 4.0
337 2023-12-03 Flocos GRANDE 46.053109589747045 Dinheiro Carlos 2.0
435 2024-03-10 Menta GRANDE 46.13979312788211 PIX João 5.0
453 2024-03-28 Uva GRANDE 46.1844607164846 PIX Carlos 1.0
523 2024-06-06 Limao GRANDE 46.36325652083627 PIX João 4.0
994 2025-09-20 Chocolate GRANDE 46.420915186274414 Dinheiro João 2.0
641 2024-10-02 Coco GRANDE 46.50834076962886 Cartão Carlos 1.0
445 2024-03-20 Menta GRANDE 46.690412039684894 Dinheiro João 5.0
762 2025-01-31 Menta GRANDE 46.74978181699264 Cartão João 5.0
117 2023-04-27 Morango GRANDE 46.93664541954651 Cartão Maria 5.0
397 2024-02-01 Amendoim GRANDE 46.940707511105295 Dinheiro Carlos 4.0
582 2024-08-04 Pistache GRANDE 47.01298471023372 Dinheiro Carlos 2.0
783 2025-02-21 Amendoim GRANDE 47.1301802065581 PIX João 1.0
67 2023-03-08 Coco GRANDE 47.25866511758478 Dinheiro João 2.0
809 2025-03-19 Menta GRANDE 47.35237829101369 Cartão Maria 1.0
980 2025-09-06 Napolitano GRANDE 47.41413289424756 Dinheiro Carlos 1.0
52 2023-02-21 Napolitano GRANDE 47.72639662794442 Dinheiro Carlos 4.0
219 2023-08-07 Morango GRANDE 47.81204446798496 Cartão Carlos 3.0
419 2024-02-23 Limao GRANDE 47.967311855755355 PIX Maria 4.0
482 2024-04-26 Morango GRANDE 48.12211817883678 Dinheiro João 2.0
411 2024-02-15 Limao GRANDE 48.28654694743673 PIX Carlos 4.0
485 2024-04-29 Limao GRANDE 48.30443997981846 Dinheiro Carlos 10.0
547 2024-06-30 Creme GRANDE 48.34400348069659 Cartão Maria 5.0
979 2025-09-05 Banana GRANDE 48.38738017391349 PIX Carlos 2.0
217 2023-08-05 Amendoim GRANDE 48.41888678663151 Cartão Carlos 6.0
577 2024-07-30 Uva GRANDE 48.602556349308124 PIX Carlos 5.0
691 2024-11-21 Coco GRANDE 48.62243713726869 PIX Maria 5.0
353 2023-12-19 Chocolate GRANDE 48.6263302521413 Dinheiro Maria 1.0
651 2024-10-12 Menta GRANDE 48.648463482454126 Dinheiro Carlos 1.0
631 2024-09-22 Banana GRANDE 48.6847746396751 Dinheiro Carlos 2.0
941 2025-07-29 Morango GRANDE 48.6870051160096 Cartão Maria 4.0
733 2025-01-02 Napolitano GRANDE 48.765609720673915 Dinheiro João 2.0
648 2024-10-09 Chocolate GRANDE 48.79749010458103 Cartão Maria 3.0
946 2025-08-03 Baunilha GRANDE 48.800200409139684 Cartão Carlos 2.0
597 2024-08-19 Napolitano GRANDE 48.832127050595666 Dinheiro Maria 4.0
489 2024-05-03 Pistache GRANDE 48.84651927040025 Dinheiro Carlos 4.0
79 2023-03-20 Menta GRANDE 48.8634424651914 Dinheiro Carlos 5.0
318 2023-11-14 Chocolate GRANDE 49.05603792659401 Cartão Carlos 2.0
418 2024-02-22 Chocolate GRANDE 49.07230756862169 Dinheiro João 5.0
195 2023-07-14 Baunilha GRANDE 49.24570587487863 PIX Carlos 5.0
983 2025-09-09 Baunilha GRANDE 49.366714665625906 Cartão Carlos 5.0
701 2024-12-01 Baunilha GRANDE 49.40265342834776 PIX Carlos 1.0
148 2023-05-28 Morango GRANDE 49.406466699925666 Dinheiro João 2.0
437 2024-03-12 Baunilha GRANDE 49.442204298393044 PIX Carlos 5.0
304 2023-10-31 Limao GRANDE 49.46512273338534 Dinheiro Maria 4.0
796 2025-03-06 Uva GRANDE 49.50670419651676 Cartão João 4.0
50 2023-02-19 Napolitano GRANDE 49.549242494031226 PIX Carlos 4.0
1004 2025-09-30 Coco GRANDE 49.598271557177014 PIX Carlos 2.0
349 2023-12-15 Pistache GRANDE 49.69066446017632 Dinheiro Carlos 3.0
700 2024-11-30 Flocos GRANDE 49.85801163231231 Dinheiro João 3.0
710 2024-12-10 Napolitano GRANDE 49.95241917016379 Cartão Carlos 2.0
355 2023-12-21 Coco GRANDE 50.03757719364223 Cartão João 2.0
653 2024-10-14 Flocos GRANDE 50.08054585660178 Cartão Maria 3.0
467 2024-04-11 Creme GRANDE 50.10061361969732 PIX Maria 3.0
853 2025-05-02 Chocolate GRANDE 50.11783009333015 Cartão João 2.0
902 2025-06-20 Menta GRANDE 50.12807969077426 PIX Maria 1.0
299 2023-10-26 Limao GRANDE 50.13851570902793 PIX João 2.0
921 2025-07-09 Baunilha GRANDE 50.165325248345646 PIX João 4.0
464 2024-04-08 Amendoim GRANDE 50.16677786274336 PIX João 2.0
264 2023-09-21 Menta GRANDE 50.17643035389281 PIX Maria 2.0
975 2025-09-01 Amendoim GRANDE 50.190188633671134 Dinheiro Carlos 5.0
402 2024-02-06 Limao GRANDE 50.266724091582965 PIX João 1.0
390 2024-01-25 Baunilha GRANDE 50.29344252362719 Cartão João 1.0
990 2025-09-16 Amendoim GRANDE 50.31867288434188 Cartão Carlos 1.0
241 2023-08-29 Baunilha GRANDE 50.44593387190942 PIX João 0.0
755 2025-01-24 Maracuja GRANDE 50.47402302769038 Cartão João 2.0
13 2023-01-13 Chocolate GRANDE 50.47999621918722 PIX Maria 1.0
930 2025-07-18 Flocos GRANDE 50.498533449407915 Dinheiro João 1.0
85 2023-03-26 Flocos GRANDE 50.55224242968489 Cartão Carlos 2.0
100 2023-04-10 Coco GRANDE 50.66860515234548 Dinheiro João 10.0
466 2024-04-10 Creme GRANDE 50.71502777406936 Cartão Maria 2.0
932 2025-07-20 Flocos GRANDE 50.9721043947682 PIX Carlos 1.0
91 2023-04-01 Banana GRANDE 51.0043365322046 Dinheiro João 3.0
364 2023-12-30 Morango GRANDE 51.01108493567134 Dinheiro Maria 1.0
359 2023-12-25 Napolitano GRANDE 51.0239873982166 Cartão João 4.0
20 2023-01-20 Napolitano GRANDE 51.05508887689054 Cartão Carlos 2.0
230 2023-08-18 Coco GRANDE 51.083951970584515 PIX Carlos 4.0
545 2024-06-28 Amendoim GRANDE 51.1252176690564 Dinheiro Carlos 4.0
229 2023-08-17 Coco GRANDE 51.230246920532004 Dinheiro Carlos 2.0
455 2024-03-30 Pistache GRANDE 51.240644452633624 PIX Carlos 4.0
993 2025-09-19 Chocolate GRANDE 51.27446195513688 PIX Maria 10.0
714 2024-12-14 Flocos GRANDE 51.33684890952247 PIX João 4.0
255 2023-09-12 Flocos GRANDE 51.39879647509788 Dinheiro Carlos 3.0
904 2025-06-22 Flocos GRANDE 51.47072448674243 Cartão Maria 4.0
181 2023-06-30 Coco GRANDE 51.57340977959403 PIX Maria 5.0
690 2024-11-20 Limao GRANDE 51.80626259726189 Cartão Maria 8.0
675 2024-11-05 Pistache GRANDE 51.842504028492954 Dinheiro João 1.0
336 2023-12-02 Napolitano GRANDE 51.9171837543774 Dinheiro João 1.0
959 2025-08-16 Napolitano GRANDE 52.01432936143886 Cartão João 2.0
121 2023-05-01 Napolitano GRANDE 52.09011578686092 PIX Carlos 2.0
201 2023-07-20 Baunilha GRANDE 52.09626419400366 Dinheiro Carlos 1.0
794 2025-03-04 Uva GRANDE 52.24864402267581 Cartão Carlos 1.0
509 2024-05-23 Chocolate GRANDE 52.31252979807275 Dinheiro Carlos 1.0
347 2023-12-13 Limao GRANDE 52.324174474689244 PIX Maria 5.0
427 2024-03-02 Amendoim GRANDE 52.573440491113566 Dinheiro Maria 0.0
53 2023-02-22 Baunilha GRANDE 52.659328097033836 Cartão Carlos 3.0
424 2024-02-28 Chocolate GRANDE 52.74519601412092 PIX Carlos 3.0
814 2025-03-24 Coco GRANDE 52.830123558502784 PIX Carlos 5.0
566 2024-07-19 Amendoim GRANDE 52.85994296773054 Cartão João 5.0
595 2024-08-17 Pistache GRANDE 52.8808652167985 PIX João 4.0
864 2025-05-13 Chocolate GRANDE 53.12083396327891 PIX Maria 4.0
950 2025-08-07 Menta GRANDE 53.27188574195587 PIX Carlos 4.0
850 2025-04-29 Flocos GRANDE 53.34823207475466 Cartão Maria 3.0
469 2024-04-13 Flocos GRANDE 53.41290401238168 PIX Carlos 2.0
660 2024-10-21 Coco GRANDE 53.54282354127558 PIX Carlos 5.0
211 2023-07-30 Limao GRANDE 53.6602329817621 PIX Carlos 8.0
297 2023-10-24 Creme GRANDE 53.66584137391187 Cartão Carlos 5.0
221 2023-08-09 Morango GRANDE 53.72046373058946 Dinheiro João 1.0
689 2024-11-19 Napolitano GRANDE 53.76204939164101 Dinheiro Maria 4.0
702 2024-12-02 Uva GRANDE 53.90599488225441 Dinheiro Maria 2.0
901 2025-06-19 Morango GRANDE 53.97817798411228 PIX Carlos 4.0
876 2025-05-25 Limao GRANDE 53.986757799204646 PIX Maria 2.0
524 2024-06-07 Creme GRANDE 53.993672986032294 PIX Carlos 1.0
574 2024-07-27 Amendoim GRANDE 54.00906401131992 Cartão Carlos 3.0
268 2023-09-25 Flocos GRANDE 54.2095546166397 Dinheiro João 5.0
529 2024-06-12 Uva GRANDE 54.288815230368094 Dinheiro Carlos 2.0
633 2024-09-24 Amendoim GRANDE 54.292737931176475 Cartão Maria 3.0
258 2023-09-15 Creme GRANDE 54.375538916593676 PIX Carlos 2.0
922 2025-07-10 Coco GRANDE 54.42545084946374 PIX Carlos 4.0
97 2023-04-07 Morango GRANDE 54.51293941935451 Cartão Carlos 0.0
763 2025-02-01 Amendoim GRANDE 54.56422492421188 Cartão Maria 3.0
562 2024-07-15 Chocolate GRANDE 54.695727484789316 Cartão Maria 5.0
29 2023-01-29 Baunilha GRANDE 54.82035762680041 Dinheiro Carlos 2.0
169 2023-06-18 Coco GRANDE 54.82920703708169 PIX Carlos 1.0
377 2024-01-12 Creme GRANDE 54.9114194020629 Dinheiro Maria 1.0
237 2023-08-25 Baunilha GRANDE 55.0694837985572 PIX Carlos 5.0
175 2023-06-24 Amendoim GRANDE 55.1447861765071 PIX Carlos 3.0
749 2025-01-18 Baunilha GRANDE 55.212006416221776 Cartão Carlos 2.0
71 2023-03-12 Coco GRANDE 55.333707740516324 Cartão Carlos 5.0
109 2023-04-19 Flocos GRANDE 55.34054106115214 Dinheiro João 1.0
581 2024-08-03 Napolitano GRANDE 55.51026576622644 Dinheiro Maria 4.0
928 2025-07-16 Morango GRANDE 55.54232771333352 PIX Carlos 3.0
426 2024-03-01 Uva GRANDE 55.75750794559738 Dinheiro Maria 4.0
916 2025-07-04 Flocos GRANDE 55.807597887511584 Cartão Carlos 1.0
735 2025-01-04 Coco GRANDE 55.906634633037214 PIX Carlos 5.0
158 2023-06-07 Chocolate GRANDE 55.940911012851856 Dinheiro João 5.0
664 2024-10-25 Morango GRANDE 56.09343566611935 PIX Carlos 3.0
716 2024-12-16 Flocos GRANDE 56.10211665044036 Dinheiro Maria 4.0
266 2023-09-23 Limao GRANDE 56.18471187817999 PIX Carlos 1.0
76 2023-03-17 Flocos GRANDE 56.37549684006879 PIX Carlos 2.0
962 2025-08-19 Napolitano GRANDE 56.42399355437905 Cartão João 5.0
889 2025-06-07 Coco GRANDE 56.58154736457152 Cartão Carlos 4.0
771 2025-02-09 Flocos GRANDE 56.60599981060349 Dinheiro João 2.0
538 2024-06-21 Flocos GRANDE 56.80600204718972 Cartão João 3.0
987 2025-09-13 Flocos GRANDE 56.908514366673145 PIX Carlos 3.0
725 2024-12-25 Pistache GRANDE 56.98882802983739 PIX Carlos 4.0
311 2023-11-07 Banana GRANDE 57.056957585176505 Dinheiro Carlos 2.0
289 2023-10-16 Limao GRANDE 57.12395712641863 Cartão João 1.0
104 2023-04-14 Uva GRANDE 57.155312516013865 Cartão João 1.0
488 2024-05-02 Limao GRANDE 57.160862828287506 PIX Carlos 1.0
296 2023-10-23 Limao GRANDE 57.172991936880614 PIX Carlos 4.0
380 2024-01-15 Chocolate GRANDE 57.20165907292779 Dinheiro Carlos 1.0
312 2023-11-08 Chocolate GRANDE 57.244256428481755 PIX Maria 5.0
661 2024-10-22 Amendoim GRANDE 57.28535692082758 Cartão Carlos 1.0
81 2023-03-22 Baunilha GRANDE 57.34872931766734 Dinheiro Carlos 4.0
1014 2025-10-10 Flocos GRANDE 57.501175885086944 Cartão João 5.0
848 2025-04-27 Flocos GRANDE 57.510914002184734 Cartão Carlos 4.0
766 2025-02-04 Uva GRANDE 57.63727391409367 PIX Carlos 5.0
1007 2025-10-03 Flocos GRANDE 57.684709147955765 Cartão Maria 3.0
315 2023-11-11 Morango GRANDE 57.804858379780846 Cartão João 0.0
239 2023-08-27 Baunilha GRANDE 57.87831356087597 Cartão Carlos 5.0
178 2023-06-27 Coco GRANDE 57.889048840243674 PIX Maria 1.0
945 2025-08-02 Banana GRANDE 57.900600129991886 PIX Carlos 4.0
761 2025-01-30 Coco GRANDE 57.91766461993966 Dinheiro João 1.0
471 2024-04-15 Baunilha GRANDE 57.93340205506402 Dinheiro Carlos 3.0
401 2024-02-05 Creme GRANDE 58.04667523500962 Cartão Maria 5.0
815 2025-03-25 Limao GRANDE 58.08789804727833 Dinheiro Carlos 4.0
344 2023-12-10 Coco GRANDE 58.11674501086606 Cartão João 2.0
416 2024-02-20 Flocos GRANDE 58.14945315206161 Cartão Carlos 1.0
878 2025-05-27 Morango GRANDE 58.19038073155256 PIX Maria 2.0
798 2025-03-08 Coco GRANDE 58.205485042328135 Dinheiro Carlos 3.0
125 2023-05-05 Morango GRANDE 58.232674354327926 Dinheiro Carlos 8.0
817 2025-03-27 Baunilha GRANDE 58.30192319930503 PIX Carlos 2.0
480 2024-04-24 Amendoim GRANDE 58.379891005584 PIX Maria 5.0
410 2024-02-14 Amendoim GRANDE 58.4350431337777 PIX Maria 5.0
225 2023-08-13 Uva GRANDE 58.52144061687759 PIX Maria 3.0
468 2024-04-12 Menta GRANDE 58.56528478895702 Cartão Maria 2.0
931 2025-07-19 Flocos GRANDE 58.80981673026672 PIX Carlos 1.0
520 2024-06-03 Pistache GRANDE 58.86789451610476 Cartão Carlos 3.0
474 2024-04-18 Menta GRANDE 58.88329092566599 Dinheiro João 1.0
363 2023-12-29 Morango GRANDE 58.894764544903445 Cartão Carlos 4.0
263 2023-09-20 Chocolate GRANDE 58.92690200646232 Cartão João 3.0
176 2023-06-25 Uva GRANDE 59.05322506771672 Cartão Maria 3.0
968 2025-08-25 Chocolate GRANDE 59.113954687643975 PIX Maria 4.0
63 2023-03-04 Amendoim GRANDE 59.207511565658336 Dinheiro Carlos 4.0
260 2023-09-17 Coco GRANDE 59.22791339103996 PIX João 5.0
868 2025-05-17 Uva GRANDE 59.27286288026648 PIX Maria 4.0
351 2023-12-17 Flocos GRANDE 59.29828136320933 Cartão João 10.0
768 2025-02-06 Flocos GRANDE 59.350359078049856 Dinheiro João 1.0
415 2024-02-19 Amendoim GRANDE 59.36621965808021 Cartão Carlos 5.0
451 2024-03-26 Limao GRANDE 59.37710163545842 Cartão Carlos 1.0
352 2023-12-18 Amendoim GRANDE 59.5061419796617 Dinheiro João 4.0
698 2024-11-28 Uva GRANDE 59.52250348067657 Cartão Maria 1.0
213 2023-08-01 Pistache GRANDE 59.588043244841955 Dinheiro Carlos 4.0
632 2024-09-23 Limao GRANDE 59.61446220260015 Cartão Carlos 3.0
1016 2025-10-12 Coco GRANDE 59.67721449614651 PIX Maria 5.0
1001 2025-09-27 Napolitano GRANDE 59.74944092918088 Dinheiro João 4.0
677 2024-11-07 Flocos GRANDE 59.81941425384304 Dinheiro Carlos 1.0
33 2023-02-02 Limao GRANDE 59.883682845601825 Dinheiro João 2.0
215 2023-08-03 Amendoim GRANDE 59.93701755292614 Dinheiro Maria 5.0
502 2024-05-16 Amendoim GRANDE 59.95871122523061 Dinheiro João 2.0
422 2024-02-26 Amendoim GRANDE 60.00646951101296 Cartão Carlos 1.0
18 2023-01-18 Limao GRANDE 60.30982610955544 Cartão Carlos 1.0
310 2023-11-06 Pistache GRANDE 60.42325231904323 PIX João 3.0
369 2024-01-04 Flocos GRANDE 60.45775678510915 PIX João 3.0
638 2024-09-29 Amendoim GRANDE 60.50088217459029 Cartão Maria 4.0
732 2025-01-01 Amendoim GRANDE 60.585098463500685 Cartão Carlos 2.0
625 2024-09-16 Limao GRANDE 60.60864697975164 Cartão Carlos 1.0
693 2024-11-23 Baunilha GRANDE 60.724869687963775 PIX João 3.0
323 2023-11-19 Limao GRANDE 60.81223748789321 Cartão Carlos 2.0
59 2023-02-28 Menta GRANDE 60.818942520368346 Cartão Maria 0.0
413 2024-02-17 Pistache GRANDE 60.871986879085924 Cartão Carlos 0.0
420 2024-02-24 Baunilha GRANDE 60.99615702237987 PIX João 3.0
599 2024-08-21 Amendoim GRANDE 61.28045001952482 Cartão Carlos 10.0
234 2023-08-22 Menta GRANDE 61.282061493024756 Cartão Carlos 1.0
254 2023-09-11 Napolitano GRANDE 61.32795361974392 Cartão Carlos 5.0
92 2023-04-02 Limao GRANDE 61.3768882966654 PIX Maria 1.0
646 2024-10-07 Amendoim GRANDE 61.51889204186963 Dinheiro João 2.0
24 2023-01-24 Limao GRANDE 61.607096484111835 Dinheiro Carlos 4.0
90 2023-03-31 Limao GRANDE 61.64060080625513 Cartão Maria 1.0
45 2023-02-14 Baunilha GRANDE 61.68309473582441 Cartão Maria 1.0
249 2023-09-06 Amendoim GRANDE 61.685870400206696 Dinheiro Carlos 3.0
578 2024-07-31 Limao GRANDE 61.69776005140877 PIX João 4.0
956 2025-08-13 Morango GRANDE 61.70055365590624 Cartão Carlos 5.0
188 2023-07-07 Flocos GRANDE 61.73249265892804 Dinheiro Carlos 5.0
309 2023-11-05 Uva GRANDE 61.99029328615832 Dinheiro Carlos 3.0
205 2023-07-24 Pistache MÉDIO 10.0 Cartão Carlos 0.0
313 2023-11-09 Limao PEQUENO 5.0 Cartão Carlos 0.0
41 2023-02-10 Coco GRANDE 30.0 Cartão Carlos 1.0
417 2024-02-21 Menta GRANDE 40.0 Dinheiro Carlos 1.0
373 2024-01-08 Uva MÉDIO 20.0 PIX Carlos 1.0
503 2024-05-17 Uva MÉDIO 15.0 PIX Carlos 1.0
739 2025-01-08 Pistache MÉDIO 20.0 Cartão Carlos 1.0
767 2025-02-05 Limao MÉDIO 15.0 Cartão Carlos 1.0
726 2024-12-26 Baunilha PEQUENO 5.0 Dinheiro Carlos 1.0
182 2023-07-01 Banana PEQUENO 6.0 Dinheiro Carlos 1.0
525 2024-06-08 Limao PEQUENO 7.0 Cartão Carlos 1.0
570 2024-07-23 Flocos PEQUENO 8.0 Cartão Carlos 1.0
958 2025-08-15 Limao MÉDIO 22.0 Dinheiro Carlos 10.0
666 2024-10-27 Uva GRANDE 66.0 Dinheiro Carlos 2.0
672 2024-11-02 Morango GRANDE 42.0 Dinheiro Carlos 2.0
747 2025-01-16 Pistache GRANDE 40.0 PIX Carlos 2.0
1008 2025-10-04 Chocolate GRANDE 41.0 Dinheiro Carlos 2.0
150 2023-05-30 Chocolate MÉDIO 22.0 PIX Carlos 2.0
433 2024-03-08 Pistache PEQUENO 9.0 Cartão Carlos 2.0
596 2024-08-18 Coco PEQUENO 8.0 Cartão Carlos 2.0
843 2025-04-22 Coco PEQUENO 7.0 PIX Carlos 2.0
165 2023-06-14 Pistache GRANDE 33.0 Cartão Carlos 2.0
656 2024-10-17 Pistache GRANDE 35.0 PIX Carlos 3.0
940 2025-07-28 Baunilha GRANDE 39.0 Dinheiro Carlos 3.0
961 2025-08-18 Uva GRANDE 41.0 Cartão Carlos 3.0
4 2023-01-04 Napolitano MÉDIO 21.0 Dinheiro Carlos 3.0
334 2023-11-30 Limao PEQUENO 9.0 PIX Carlos 3.0
463 2024-04-07 Pistache PEQUENO 10.0 Cartão Carlos 3.0
974 2025-08-31 Baunilha PEQUENO 8.0 PIX Carlos 3.0
676 2024-11-06 Creme GRANDE 38.0 Dinheiro Carlos 4.0
742 2025-01-11 Limao GRANDE 37.0 Dinheiro Carlos 4.0
32 2023-02-01 Flocos MÉDIO 26.0 Cartão Carlos 4.0
839 2025-04-18 Pistache MÉDIO 25.0 Dinheiro Carlos 4.0
78 2023-03-19 Amendoim PEQUENO 6.0 PIX Carlos 4.0
185 2023-07-04 Morango PEQUENO 6.0 Cartão Carlos 4.0
589 2024-08-11 Pistache PEQUENO 8.0 Cartão Carlos 4.0
539 2024-06-22 Flocos MÉDIO 16.0 Dinheiro Carlos 4.0
131 2023-05-11 Napolitano GRANDE 30.0 Cartão Carlos 5.0
472 2024-04-16 Creme GRANDE 31.0 Cartão Carlos 5.0
615 2024-09-06 Flocos GRANDE 32.0 Dinheiro Carlos 5.0
673 2024-11-03 Napolitano GRANDE 33.0 Dinheiro Carlos 5.0
96 2023-04-06 Baunilha MÉDIO 19.0 PIX Carlos 5.0
204 2023-07-23 Creme MÉDIO 20.0 Cartão Carlos 5.0
282 2023-10-09 Creme PEQUENO 4.0 Cartão Carlos 5.0
452 2024-03-27 Baunilha PEQUENO 5.0 PIX Carlos 5.0
511 2024-05-25 Limao PEQUENO 6.0 Cartão Carlos 5.0
773 2025-02-11 Baunilha PEQUENO 7.0 PIX Carlos 5.0
911 2025-06-29 Flocos PEQUENO 8.0 Cartão Carlos 5.0
555 2024-07-08 Coco GRANDE 34.0 Dinheiro Carlos 5.0
322 2023-11-18 Menta GRANDE 35.0 PIX Carlos 2.0
571 2024-07-24 Limao GRANDE 36.0 PIX Carlos 3.0
952 2025-08-09 Baunilha GRANDE 37.0 PIX Carlos 1.0
425 2024-02-29 Creme PEQUENO 9.0 PIX Carlos 1.0
210 2023-07-29 Napolitano GRANDE 30.0 Dinheiro João 1.0
669 2024-10-30 Banana GRANDE 31.0 PIX João 1.0
827 2025-04-06 Amendoim GRANDE 41.0 Dinheiro João 2.0
866 2025-05-15 Banana GRANDE 42.0 Dinheiro João 4.0
247 2023-09-04 Morango GRANDE 43.0 Cartão João 5.0
518 2024-06-01 Limao GRANDE 45.0 PIX João 5.0
526 2024-06-09 Chocolate GRANDE 44.0 Cartão Maria 2.0
858 2025-05-07 Baunilha GRANDE 46.0 PIX Maria 2.0
741 2025-01-10 Baunilha GRANDE 47.0 Cartão Maria 3.0
381 2024-01-16 Creme GRANDE 48.0 PIX Maria 4.0
745 2025-01-14 Limao GRANDE 49.0 Cartão Maria 5.0
285 2023-10-12 Limao GRANDE 50.0 Dinheiro Maria 7.0
114 2023-04-24 Limao GRANDE 49.0 PIX Maria 1.0
203 2023-07-22 Morango MÉDIO 19.0 Cartão João 2.0
639 2024-09-30 Amendoim MÉDIO 20.0 Dinheiro João 3.0
149 2023-05-29 Coco MÉDIO 21.0 Dinheiro João 4.0
535 2024-06-18 Limao MÉDIO 22.0 PIX João 5.0
198 2023-07-17 Creme MÉDIO 23.0 Cartão João 5.0
146 2023-05-26 Chocolate MÉDIO 24.0 Cartão João 4.0
144 2023-05-24 Morango MÉDIO 23.0 Dinheiro Maria 1.0
35 2023-02-04 Napolitano MÉDIO 22.0 Cartão Maria 4.0
385 2024-01-20 Creme MÉDIO 21.0 PIX Maria 4.0
70 2023-03-11 Baunilha MÉDIO 20.0 Dinheiro Maria 5.0
350 2023-12-16 Chocolate MÉDIO 19.0 Dinheiro Maria 5.0
404 2024-02-08 Chocolate PEQUENO 5.0 Cartão João 1.0
561 2024-07-14 Chocolate PEQUENO 6.0 Cartão João 2.0
105 2023-04-15 Amendoim PEQUENO 7.0 Cartão João 3.0
504 2024-05-18 Coco PEQUENO 8.0 Cartão João 3.0
163 2023-06-12 Creme PEQUENO 9.0 PIX João 4.0
546 2024-06-29 Limao PEQUENO 10.0 Cartão João 4.0
824 2025-04-03 Flocos PEQUENO 11.0 Dinheiro João 4.0
376 2024-01-11 Chocolate PEQUENO 12.0 Cartão João 5.0
19 2023-01-19 Chocolate PEQUENO 12.0 PIX Maria 0.0
896 2025-06-14 Limao PEQUENO 11.0 PIX Maria 1.0
808 2025-03-18 Baunilha PEQUENO 10.0 Cartão Maria 3.0
130 2023-05-10 Napolitano PEQUENO 9.0 Dinheiro Maria 4.0
267 2023-09-24 Flocos PEQUENO 8.0 Dinheiro Maria 4.0
228 2023-08-16 Creme PEQUENO 7.0 PIX Maria 5.0
949 2025-08-06 Amendoim PEQUENO 6.0 PIX Maria 5.0
95 2023-04-05 Napolitano PEQUENO 7.0 PIX Maria 5.0
659 2024-10-20 Morango PEQUENO 8.0 Cartão Maria 2.0
